DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-10-20,KT_AI,215,17,198,7.9%,215,0,100.0%,0,215,0%,215,0,100.0%,69.3%
2024-10-20,KT_AR,243,27,216,11.1%,243,0,100.0%,0,243,0%,243,0,100.0%,70.4%
2024-10-20,KT_AG,899,899,0,100.0%,899,0,100.0%,0,899,0%,0,899,0%,100.0%
2024-10-20,KT_BL,1373,0,1373,0%,196,1177,14.3%,7,1366,0.5%,0,1373,0%,7.4%
2024-10-20,KT_BS,2296,0,2296,0%,12,2284,0.5%,1022,1274,44.5%,1838,458,80.1%,41.7%
2024-10-20,KT_BE,1403,0,1403,0%,1361,42,97.0%,1302,101,92.8%,75,1328,5.3%,65.1%
2024-10-20,KT_GL,443,0,443,0%,0,443,0%,183,260,41.3%,0,443,0%,41.3%
2024-10-20,KT_GR,1958,1,1957,0.1%,317,1641,16.2%,0,1958,0%,1511,447,77.2%,31.1%
2024-10-20,KT_JU,1164,0,1164,0%,151,1013,13.0%,37,1127,3.2%,976,188,83.8%,33.3%
2024-10-20,KT_SG,657,0,657,0%,429,228,65.3%,135,522,20.5%,13,644,2.0%,29.3%
2024-10-20,KT_SH,205,183,22,89.3%,179,26,87.3%,0,205,0%,184,21,89.8%,88.8%
2024-10-20,KT_SO,685,0,685,0%,0,685,0%,179,506,26.1%,0,685,0%,26.1%
2024-10-20,KT_SZ,1933,0,1933,0%,1852,81,95.8%,10,1923,0.5%,1887,46,97.6%,64.6%
2024-10-20,KT_TG,1043,93,950,8.9%,177,866,17.0%,311,732,29.8%,866,177,83.0%,34.7%
2024-10-20,KT_TI,1406,0,1406,0%,1400,6,99.6%,6,1400,0.4%,6,1400,0.4%,33.5%
2024-10-20,KT_UR,824,358,466,43.4%,301,523,36.5%,360,464,43.7%,0,824,0%,41.2%
2024-10-20,KT_ZG,874,60,814,6.9%,106,768,12.1%,7,867,0.8%,22,852,2.5%,5.6%
2024-10-20,KT_ZH,1936,85,1851,4.4%,522,1414,27.0%,647,1289,33.4%,1829,107,94.5%,39.8%
2024-10-20,KT_VD,379,0,379,0%,185,194,48.8%,379,0,100.0%,0,379,0%,74.4%
2024-10-20,KT_FR,721,0,721,0%,248,473,34.4%,0,721,0%,0,721,0%,34.4%
2024-10-20,FL_LI,136,104,32,76.5%,110,26,80.9%,0,136,0%,135,1,99.3%,85.5%
2024-10-20,Geodienste,658,26,632,4.0%,555,103,84.3%,0,658,0%,528,130,80.2%,56.2%
2024-10-20,Bund,1481,794,687,53.6%,1481,0,100.0%,641,840,43.3%,1475,6,99.6%,74.1%
