DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2026-01-04,KT_AI,412,59,353,14.3%,412,0,100.0%,0,412,0%,412,0,100.0%,71.4%
2026-01-04,KT_AR,437,60,377,13.7%,437,0,100.0%,0,437,0%,437,0,100.0%,71.2%
2026-01-04,KT_AG,945,945,0,100.0%,945,0,100.0%,0,945,0%,0,945,0%,100.0%
2026-01-04,KT_BL,1409,0,1409,0%,205,1204,14.5%,7,1402,0.5%,0,1409,0%,7.5%
2026-01-04,KT_BS,2538,0,2538,0%,13,2525,0.5%,1099,1439,43.3%,1995,543,78.6%,40.8%
2026-01-04,KT_BE,1455,0,1455,0%,1413,42,97.1%,1332,123,91.5%,91,1364,6.3%,65.0%
2026-01-04,KT_GL,456,0,456,0%,0,456,0%,191,265,41.9%,0,456,0%,41.9%
2026-01-04,KT_GR,1896,4,1892,0.2%,284,1612,15.0%,0,1896,0%,1480,416,78.1%,31.1%
2026-01-04,KT_JU,1322,0,1322,0%,156,1166,11.8%,42,1280,3.2%,1124,198,85.0%,33.3%
2026-01-04,KT_SG,645,0,645,0%,410,235,63.6%,137,508,21.2%,13,632,2.0%,28.9%
2026-01-04,KT_SH,222,197,25,88.7%,187,35,84.2%,0,222,0%,201,21,90.5%,87.8%
2026-01-04,KT_SO,750,0,750,0%,0,750,0%,0,750,0%,0,750,0%,0%
2026-01-04,KT_SZ,2137,0,2137,0%,2053,84,96.1%,1011,1126,47.3%,2086,51,97.6%,80.3%
2026-01-04,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2026-01-04,KT_TI,1352,0,1352,0%,1345,7,99.5%,7,1345,0.5%,7,1345,0.5%,33.5%
2026-01-04,KT_UR,899,393,506,43.7%,317,582,35.3%,392,507,43.6%,0,899,0%,40.9%
2026-01-04,KT_ZH,1879,82,1797,4.4%,565,1314,30.1%,685,1194,36.5%,1773,106,94.4%,41.3%
2026-01-04,KT_VD,402,0,402,0%,191,211,47.5%,402,0,100.0%,0,402,0%,73.8%
2026-01-04,KT_FR,687,0,687,0%,246,441,35.8%,0,687,0%,0,687,0%,35.8%
2026-01-04,FL_LI,149,109,40,73.2%,146,3,98.0%,0,149,0%,147,2,98.7%,89.9%
2026-01-04,Geodienste,670,25,645,3.7%,559,111,83.4%,0,670,0%,535,135,79.9%,55.7%
2026-01-04,Bund,1549,847,702,54.7%,1549,0,100.0%,666,883,43.0%,1540,9,99.4%,74.3%
