DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2026-05-10,KT_AI,230,23,207,10.0%,230,0,100.0%,0,230,0%,230,0,100.0%,70.0%
2026-05-10,KT_AR,266,39,227,14.7%,266,0,100.0%,0,266,0%,266,0,100.0%,71.6%
2026-05-10,KT_AG,951,951,0,100.0%,951,0,100.0%,0,951,0%,0,951,0%,100.0%
2026-05-10,KT_BL,1459,0,1459,0%,213,1246,14.6%,7,1452,0.5%,0,1459,0%,7.5%
2026-05-10,KT_BS,2222,240,1982,10.8%,252,1970,11.3%,810,1412,36.5%,637,1585,28.7%,21.8%
2026-05-10,KT_BE,1466,0,1466,0%,1424,42,97.1%,1343,123,91.6%,91,1375,6.2%,65.0%
2026-05-10,KT_GL,460,0,460,0%,0,460,0%,193,267,42.0%,0,460,0%,42.0%
2026-05-10,KT_GR,2030,5,2025,0.2%,313,1717,15.4%,0,2030,0%,1584,446,78.0%,31.2%
2026-05-10,KT_JU,1593,0,1593,0%,173,1420,10.9%,41,1552,2.6%,1379,214,86.6%,33.3%
2026-05-10,KT_SG,646,0,646,0%,410,236,63.5%,137,509,21.2%,13,633,2.0%,28.9%
2026-05-10,KT_SH,234,209,25,89.3%,198,36,84.6%,0,234,0%,213,21,91.0%,88.3%
2026-05-10,KT_SO,768,0,768,0%,0,768,0%,0,768,0%,0,768,0%,0%
2026-05-10,KT_SZ,2272,0,2272,0%,2188,84,96.3%,1064,1208,46.8%,2221,51,97.8%,80.3%
2026-05-10,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2026-05-10,KT_TI,1217,0,1217,0%,1211,6,99.5%,6,1211,0.5%,6,1211,0.5%,33.5%
2026-05-10,KT_UR,983,434,549,44.2%,347,636,35.3%,428,555,43.5%,0,983,0%,41.0%
2026-05-10,KT_ZH,1868,81,1787,4.3%,581,1287,31.1%,711,1157,38.1%,1763,105,94.4%,42.0%
2026-05-10,KT_VD,403,0,403,0%,192,211,47.6%,403,0,100.0%,0,403,0%,73.8%
2026-05-10,KT_FR,13,0,13,0%,13,0,100.0%,0,13,0%,0,13,0%,100.0%
2026-05-10,FL_LI,151,110,41,72.8%,148,3,98.0%,0,151,0%,149,2,98.7%,89.8%
2026-05-10,Geodienste,672,25,647,3.7%,561,111,83.5%,0,672,0%,537,135,79.9%,55.7%
2026-05-10,Bund,676,0,676,0%,676,0,100.0%,676,0,100.0%,676,0,100.0%,100.0%
