DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-05-20,KT_AI,216,18,198,8.3%,216,0,100.0%,0,216,0%,216,0,100.0%,69.4%
2024-05-20,KT_AR,246,27,219,11.0%,246,0,100.0%,0,246,0%,246,0,100.0%,70.3%
2024-05-20,KT_AG,894,894,0,100.0%,894,0,100.0%,0,894,0%,0,894,0%,100.0%
2024-05-20,KT_BL,1367,0,1367,0%,195,1172,14.3%,7,1360,0.5%,0,1367,0%,7.4%
2024-05-20,KT_BS,1003,0,1003,0%,8,995,0.8%,1003,0,100.0%,873,130,87.0%,62.6%
2024-05-20,KT_BE,1362,0,1362,0%,1240,122,91.0%,1262,100,92.7%,74,1288,5.4%,63.0%
2024-05-20,KT_GE,340,0,340,0%,336,4,98.8%,0,340,0%,0,340,0%,98.8%
2024-05-20,KT_GL,446,0,446,0%,0,446,0%,186,260,41.7%,0,446,0%,41.7%
2024-05-20,KT_GR,1954,1,1953,0.1%,317,1637,16.2%,0,1954,0%,1507,447,77.1%,31.1%
2024-05-20,KT_JU,1176,0,1176,0%,159,1017,13.5%,37,1139,3.1%,980,196,83.3%,33.3%
2024-05-20,KT_SG,655,0,655,0%,453,202,69.2%,132,523,20.2%,13,642,2.0%,30.4%
2024-05-20,KT_SH,204,182,22,89.2%,178,26,87.3%,0,204,0%,185,19,90.7%,89.1%
2024-05-20,KT_SO,709,0,709,0%,0,709,0%,201,508,28.3%,0,709,0%,28.3%
2024-05-20,KT_SZ,1917,0,1917,0%,1836,81,95.8%,10,1907,0.5%,1871,46,97.6%,64.6%
2024-05-20,KT_TG,1061,96,965,9.0%,180,881,17.0%,317,744,29.9%,881,180,83.0%,34.7%
2024-05-20,KT_TI,1376,0,1376,0%,1367,9,99.3%,9,1367,0.7%,9,1367,0.7%,33.6%
2024-05-20,KT_UR,1072,469,603,43.8%,377,695,35.2%,472,600,44.0%,0,1072,0%,41.0%
2024-05-20,KT_ZH,1973,86,1887,4.4%,517,1456,26.2%,643,1330,32.6%,1870,103,94.8%,39.5%
2024-05-20,KT_VD,358,0,358,0%,174,184,48.6%,358,0,100.0%,0,358,0%,74.3%
2024-05-20,KT_FR,723,0,723,0%,247,476,34.2%,0,723,0%,0,723,0%,34.2%
2024-05-20,FL_LI,115,83,32,72.2%,107,8,93.0%,0,115,0%,114,1,99.1%,88.1%
2024-05-20,Geodienste,658,26,632,4.0%,555,103,84.3%,0,658,0%,528,130,80.2%,56.2%
2024-05-20,Bund,1461,792,669,54.2%,1461,0,100.0%,639,822,43.7%,1455,6,99.6%,74.4%
