DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-08-17,KT_AI,229,20,209,8.7%,229,0,100.0%,0,229,0%,229,0,100.0%,69.6%
2025-08-17,KT_AR,252,30,222,11.9%,252,0,100.0%,0,252,0%,252,0,100.0%,70.6%
2025-08-17,KT_AG,927,927,0,100.0%,927,0,100.0%,0,927,0%,0,927,0%,100.0%
2025-08-17,KT_BL,1404,0,1404,0%,205,1199,14.6%,7,1397,0.5%,0,1404,0%,7.5%
2025-08-17,KT_BS,2570,0,2570,0%,11,2559,0.4%,1103,1467,42.9%,2023,547,78.7%,40.7%
2025-08-17,KT_BE,1415,0,1415,0%,1377,38,97.3%,1307,108,92.4%,80,1335,5.7%,65.1%
2025-08-17,KT_GL,435,0,435,0%,0,435,0%,180,255,41.4%,0,435,0%,41.4%
2025-08-17,KT_GR,1846,4,1842,0.2%,282,1564,15.3%,0,1846,0%,1432,414,77.6%,31.0%
2025-08-17,KT_JU,1281,0,1281,0%,151,1130,11.8%,38,1243,3.0%,1092,189,85.2%,33.3%
2025-08-17,KT_SG,591,0,591,0%,383,208,64.8%,110,481,18.6%,13,578,2.2%,28.5%
2025-08-17,KT_SO,723,0,723,0%,0,723,0%,0,723,0%,0,723,0%,0%
2025-08-17,KT_SZ,2100,0,2100,0%,2022,78,96.3%,981,1119,46.7%,2055,45,97.9%,80.3%
2025-08-17,KT_TG,1030,93,937,9.0%,176,854,17.1%,311,719,30.2%,854,176,82.9%,34.8%
2025-08-17,KT_TI,1371,0,1371,0%,1365,6,99.6%,6,1365,0.4%,6,1365,0.4%,33.5%
2025-08-17,KT_UR,834,362,472,43.4%,306,528,36.7%,363,471,43.5%,0,834,0%,41.2%
2025-08-17,KT_ZH,1946,83,1863,4.3%,566,1380,29.1%,681,1265,35.0%,1837,109,94.4%,40.7%
2025-08-17,KT_VD,395,0,395,0%,186,209,47.1%,395,0,100.0%,0,395,0%,73.5%
2025-08-17,KT_FR,685,0,685,0%,248,437,36.2%,0,685,0%,0,685,0%,36.2%
2025-08-17,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-08-17,Geodienste,647,25,622,3.9%,537,110,83.0%,0,647,0%,512,135,79.1%,55.3%
2025-08-17,Bund,1520,823,697,54.1%,1520,0,100.0%,664,856,43.7%,1514,6,99.6%,74.4%
