DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-01-19,KT_AI,226,17,209,7.5%,226,0,100.0%,0,226,0%,226,0,100.0%,69.2%
2025-01-19,KT_AR,242,27,215,11.2%,242,0,100.0%,0,242,0%,242,0,100.0%,70.4%
2025-01-19,KT_BL,1379,0,1379,0%,197,1182,14.3%,7,1372,0.5%,0,1379,0%,7.4%
2025-01-19,KT_BS,2312,0,2312,0%,11,2301,0.5%,1063,1249,46.0%,1863,449,80.6%,42.3%
2025-01-19,KT_BE,1406,0,1406,0%,1363,43,96.9%,1301,105,92.5%,78,1328,5.5%,65.0%
2025-01-19,KT_GL,433,0,433,0%,0,433,0%,179,254,41.3%,0,433,0%,41.3%
2025-01-19,KT_GR,1957,1,1956,0.1%,317,1640,16.2%,0,1957,0%,1510,447,77.2%,31.1%
2025-01-19,KT_JU,1181,0,1181,0%,151,1030,12.8%,38,1143,3.2%,992,189,84.0%,33.3%
2025-01-19,KT_SG,681,0,681,0%,446,235,65.5%,137,544,20.1%,13,668,1.9%,29.2%
2025-01-19,KT_SH,203,181,22,89.2%,177,26,87.2%,0,203,0%,184,19,90.6%,89.0%
2025-01-19,KT_SO,705,0,705,0%,0,705,0%,182,523,25.8%,0,705,0%,25.8%
2025-01-19,KT_SZ,2015,0,2015,0%,1946,69,96.6%,10,2005,0.5%,1969,46,97.7%,64.9%
2025-01-19,KT_TG,1045,94,951,9.0%,178,867,17.0%,311,734,29.8%,867,178,83.0%,34.7%
2025-01-19,KT_TI,1393,0,1393,0%,1387,6,99.6%,6,1387,0.4%,6,1387,0.4%,33.5%
2025-01-19,KT_UR,820,356,464,43.4%,297,523,36.2%,358,462,43.7%,0,820,0%,41.1%
2025-01-19,KT_ZH,1950,84,1866,4.3%,519,1431,26.6%,642,1308,32.9%,1844,106,94.6%,39.6%
2025-01-19,KT_VD,385,0,385,0%,188,197,48.8%,385,0,100.0%,0,385,0%,74.4%
2025-01-19,KT_FR,713,0,713,0%,253,460,35.5%,0,713,0%,0,713,0%,35.5%
2025-01-19,FL_LI,137,105,32,76.6%,134,3,97.8%,0,137,0%,135,2,98.5%,91.0%
2025-01-19,Geodienste,662,26,636,3.9%,559,103,84.4%,0,662,0%,532,130,80.4%,56.2%
2025-01-19,Bund,1481,802,679,54.2%,1481,0,100.0%,647,834,43.7%,1475,6,99.6%,74.4%
