DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-06-15,KT_AI,226,18,208,8.0%,226,0,100.0%,0,226,0%,226,0,100.0%,69.3%
2025-06-15,KT_AR,250,28,222,11.2%,250,0,100.0%,0,250,0%,250,0,100.0%,70.4%
2025-06-15,KT_AG,915,915,0,100.0%,915,0,100.0%,0,915,0%,0,915,0%,100.0%
2025-06-15,KT_BL,1399,0,1399,0%,202,1197,14.4%,7,1392,0.5%,0,1399,0%,7.5%
2025-06-15,KT_BS,2324,0,2324,0%,12,2312,0.5%,1087,1237,46.8%,1868,456,80.4%,42.6%
2025-06-15,KT_BE,1410,0,1410,0%,1372,38,97.3%,1302,108,92.3%,80,1330,5.7%,65.1%
2025-06-15,KT_GL,436,0,436,0%,0,436,0%,180,256,41.3%,0,436,0%,41.3%
2025-06-15,KT_GR,1847,4,1843,0.2%,282,1565,15.3%,0,1847,0%,1433,414,77.6%,31.0%
2025-06-15,KT_JU,1242,0,1242,0%,152,1090,12.2%,38,1204,3.1%,1052,190,84.7%,33.3%
2025-06-15,KT_SG,627,0,627,0%,400,227,63.8%,129,498,20.6%,13,614,2.1%,28.8%
2025-06-15,KT_SH,207,183,24,88.4%,182,25,87.9%,0,207,0%,189,18,91.3%,89.2%
2025-06-15,KT_SO,719,0,719,0%,0,719,0%,0,719,0%,0,719,0%,0%
2025-06-15,KT_SZ,2043,0,2043,0%,1965,78,96.2%,952,1091,46.6%,1998,45,97.8%,80.2%
2025-06-15,KT_TG,1030,93,937,9.0%,176,854,17.1%,311,719,30.2%,854,176,82.9%,34.8%
2025-06-15,KT_TI,1364,0,1364,0%,1358,6,99.6%,6,1358,0.4%,6,1358,0.4%,33.5%
2025-06-15,KT_UR,832,361,471,43.4%,303,529,36.4%,363,469,43.6%,0,832,0%,41.1%
2025-06-15,KT_ZH,1926,82,1844,4.3%,539,1387,28.0%,659,1267,34.2%,1822,104,94.6%,40.3%
2025-06-15,KT_VD,395,0,395,0%,187,208,47.3%,395,0,100.0%,0,395,0%,73.7%
2025-06-15,KT_FR,687,0,687,0%,249,438,36.2%,0,687,0%,0,687,0%,36.2%
2025-06-15,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-06-15,Geodienste,671,25,646,3.7%,561,110,83.6%,0,671,0%,536,135,79.9%,55.7%
2025-06-15,Bund,1512,818,694,54.1%,1512,0,100.0%,662,850,43.8%,1506,6,99.6%,74.4%
