DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-02-11,KT_AI,210,16,194,7.6%,210,0,100.0%,0,210,0%,210,0,100.0%,69.2%
2024-02-11,KT_AR,234,25,209,10.7%,234,0,100.0%,0,234,0%,234,0,100.0%,70.2%
2024-02-11,KT_AG,896,896,0,100.0%,896,0,100.0%,0,896,0%,0,896,0%,100.0%
2024-02-11,KT_BL,1341,0,1341,0%,189,1152,14.1%,7,1334,0.5%,0,1341,0%,7.3%
2024-02-11,KT_BS,2763,0,2763,0%,16,2747,0.6%,988,1775,35.8%,2208,555,79.9%,38.8%
2024-02-11,KT_BE,1023,0,1023,0%,997,26,97.5%,923,100,90.2%,74,949,7.2%,65.0%
2024-02-11,KT_GE,346,0,346,0%,342,4,98.8%,0,346,0%,0,346,0%,98.8%
2024-02-11,KT_GL,444,0,444,0%,0,444,0%,185,259,41.7%,0,444,0%,41.7%
2024-02-11,KT_GR,1928,1,1927,0.1%,312,1616,16.2%,0,1928,0%,1486,442,77.1%,31.1%
2024-02-11,KT_JU,1155,0,1155,0%,155,1000,13.4%,37,1118,3.2%,963,192,83.4%,33.3%
2024-02-11,KT_SG,655,0,655,0%,453,202,69.2%,132,523,20.2%,13,642,2.0%,30.4%
2024-02-11,KT_SH,189,175,14,92.6%,176,13,93.1%,0,189,0%,171,18,90.5%,92.1%
2024-02-11,KT_SZ,2222,0,2222,0%,2108,114,94.9%,10,2212,0.5%,2136,86,96.1%,63.8%
2024-02-11,KT_TG,1061,96,965,9.0%,180,881,17.0%,317,744,29.9%,881,180,83.0%,34.7%
2024-02-11,KT_TI,1349,0,1349,0%,1340,9,99.3%,9,1340,0.7%,9,1340,0.7%,33.6%
2024-02-11,KT_UR,533,221,312,41.5%,370,163,69.4%,223,310,41.8%,0,533,0%,50.9%
2024-02-11,KT_ZG,818,56,762,6.8%,88,730,10.8%,0,818,0%,22,796,2.7%,6.8%
2024-02-11,KT_ZH,1972,88,1884,4.5%,520,1452,26.4%,642,1330,32.6%,1865,107,94.6%,39.5%
2024-02-11,KT_VD,351,0,351,0%,171,180,48.7%,351,0,100.0%,0,351,0%,74.4%
2024-02-11,KT_FR,693,0,693,0%,219,474,31.6%,0,693,0%,0,693,0%,31.6%
2024-02-11,FL_LI,92,59,33,64.1%,84,8,91.3%,0,92,0%,91,1,98.9%,84.8%
2024-02-11,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2024-02-11,Bund,1402,766,636,54.6%,1402,0,100.0%,613,789,43.7%,1396,6,99.6%,74.5%
