DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-04-21,KT_AI,215,17,198,7.9%,215,0,100.0%,0,215,0%,215,0,100.0%,69.3%
2024-04-21,KT_AR,238,26,212,10.9%,238,0,100.0%,0,238,0%,238,0,100.0%,70.3%
2024-04-21,KT_AG,894,894,0,100.0%,894,0,100.0%,0,894,0%,0,894,0%,100.0%
2024-04-21,KT_BL,1341,0,1341,0%,189,1152,14.1%,7,1334,0.5%,0,1341,0%,7.3%
2024-04-21,KT_BS,997,0,997,0%,8,989,0.8%,997,0,100.0%,871,126,87.4%,62.7%
2024-04-21,KT_BE,1022,0,1022,0%,996,26,97.5%,922,100,90.2%,74,948,7.2%,65.0%
2024-04-21,KT_GE,345,0,345,0%,341,4,98.8%,0,345,0%,0,345,0%,98.8%
2024-04-21,KT_GL,446,0,446,0%,0,446,0%,186,260,41.7%,0,446,0%,41.7%
2024-04-21,KT_GR,1931,1,1930,0.1%,312,1619,16.2%,0,1931,0%,1489,442,77.1%,31.1%
2024-04-21,KT_JU,1174,0,1174,0%,158,1016,13.5%,37,1137,3.2%,979,195,83.4%,33.3%
2024-04-21,KT_SG,645,0,645,0%,453,192,70.2%,122,523,18.9%,13,632,2.0%,30.4%
2024-04-21,KT_SH,207,184,23,88.9%,177,30,85.5%,0,207,0%,189,18,91.3%,88.6%
2024-04-21,KT_SO,699,0,699,0%,0,699,0%,200,499,28.6%,0,699,0%,28.6%
2024-04-21,KT_SZ,1908,0,1908,0%,1827,81,95.8%,10,1898,0.5%,1862,46,97.6%,64.6%
2024-04-21,KT_TG,1061,96,965,9.0%,180,881,17.0%,317,744,29.9%,881,180,83.0%,34.7%
2024-04-21,KT_TI,1372,0,1372,0%,1363,9,99.3%,9,1363,0.7%,9,1363,0.7%,33.6%
2024-04-21,KT_UR,942,404,538,42.9%,377,565,40.0%,409,533,43.4%,0,942,0%,42.1%
2024-04-21,KT_ZH,1962,86,1876,4.4%,516,1446,26.3%,643,1319,32.8%,1860,102,94.8%,39.6%
2024-04-21,KT_VD,356,0,356,0%,172,184,48.3%,356,0,100.0%,0,356,0%,74.2%
2024-04-21,KT_FR,683,0,683,0%,214,469,31.3%,0,683,0%,0,683,0%,31.3%
2024-04-21,FL_LI,116,83,33,71.6%,108,8,93.1%,0,116,0%,115,1,99.1%,87.9%
2024-04-21,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2024-04-21,Bund,1404,765,639,54.5%,1404,0,100.0%,614,790,43.7%,1398,6,99.6%,74.4%
