DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2026-04-19,KT_AI,231,23,208,10.0%,231,0,100.0%,0,231,0%,231,0,100.0%,70.0%
2026-04-19,KT_AR,267,39,228,14.6%,267,0,100.0%,0,267,0%,267,0,100.0%,71.5%
2026-04-19,KT_AG,927,927,0,100.0%,927,0,100.0%,0,927,0%,0,927,0%,100.0%
2026-04-19,KT_BL,1410,0,1410,0%,205,1205,14.5%,7,1403,0.5%,0,1410,0%,7.5%
2026-04-19,KT_BS,3134,0,3134,0%,16,3118,0.5%,1168,1966,37.3%,2498,636,79.7%,39.2%
2026-04-19,KT_BE,1464,0,1464,0%,1422,42,97.1%,1341,123,91.6%,91,1373,6.2%,65.0%
2026-04-19,KT_GL,460,0,460,0%,0,460,0%,193,267,42.0%,0,460,0%,42.0%
2026-04-19,KT_GR,2002,5,1997,0.2%,312,1690,15.6%,0,2002,0%,1557,445,77.8%,31.2%
2026-04-19,KT_JU,1547,0,1547,0%,157,1390,10.1%,41,1506,2.7%,1349,198,87.2%,33.3%
2026-04-19,KT_SG,646,0,646,0%,410,236,63.5%,137,509,21.2%,13,633,2.0%,28.9%
2026-04-19,KT_SH,234,209,25,89.3%,198,36,84.6%,0,234,0%,213,21,91.0%,88.3%
2026-04-19,KT_SO,764,0,764,0%,0,764,0%,0,764,0%,0,764,0%,0%
2026-04-19,KT_SZ,2211,0,2211,0%,2127,84,96.2%,1033,1178,46.7%,2160,51,97.7%,80.2%
2026-04-19,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2026-04-19,KT_TI,1366,0,1366,0%,1360,6,99.6%,6,1360,0.4%,6,1360,0.4%,33.5%
2026-04-19,KT_UR,961,425,536,44.2%,335,626,34.9%,415,546,43.2%,0,961,0%,40.8%
2026-04-19,KT_ZH,1866,82,1784,4.4%,576,1290,30.9%,695,1171,37.2%,1760,106,94.3%,41.7%
2026-04-19,KT_VD,401,0,401,0%,191,210,47.6%,401,0,100.0%,0,401,0%,73.8%
2026-04-19,KT_FR,13,0,13,0%,13,0,100.0%,0,13,0%,0,13,0%,100.0%
2026-04-19,FL_LI,151,110,41,72.8%,148,3,98.0%,0,151,0%,149,2,98.7%,89.8%
2026-04-19,Geodienste,672,25,647,3.7%,561,111,83.5%,0,672,0%,537,135,79.9%,55.7%
2026-04-19,Bund,1563,852,711,54.5%,1563,0,100.0%,675,888,43.2%,1554,9,99.4%,74.3%
