DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2023-06-04,KT_AI,190,16,174,8.4%,190,0,100.0%,0,190,0%,190,0,100.0%,69.5%
2023-06-04,KT_AR,210,25,185,11.9%,210,0,100.0%,0,210,0%,210,0,100.0%,70.6%
2023-06-04,KT_AG,882,882,0,100.0%,882,0,100.0%,0,882,0%,0,882,0%,100.0%
2023-06-04,KT_BL,1271,0,1271,0%,178,1093,14.0%,0,1271,0%,0,1271,0%,14.0%
2023-06-04,KT_BS,2551,0,2551,0%,16,2535,0.6%,877,1674,34.4%,2081,470,81.6%,38.9%
2023-06-04,KT_BE,939,0,939,0%,916,23,97.6%,852,87,90.7%,64,875,6.8%,65.0%
2023-06-04,KT_GE,335,0,335,0%,335,0,100.0%,0,335,0%,0,335,0%,100.0%
2023-06-04,KT_GL,442,0,442,0%,0,442,0%,184,258,41.6%,0,442,0%,41.6%
2023-06-04,KT_GR,1996,17,1979,0.9%,318,1678,15.9%,0,1996,0%,1548,448,77.6%,31.4%
2023-06-04,KT_JU,1106,0,1106,0%,147,959,13.3%,34,1072,3.1%,925,181,83.6%,33.3%
2023-06-04,KT_SG,646,0,646,0%,445,201,68.9%,131,515,20.3%,13,633,2.0%,30.4%
2023-06-04,KT_SH,188,175,13,93.1%,175,13,93.1%,0,188,0%,171,17,91.0%,92.4%
2023-06-04,KT_SO,594,0,594,0%,0,594,0%,167,427,28.1%,0,594,0%,28.1%
2023-06-04,KT_SZ,1407,0,1407,0%,1273,134,90.5%,10,1397,0.7%,1296,111,92.1%,61.1%
2023-06-04,KT_TG,1152,97,1055,8.4%,169,983,14.7%,360,792,31.2%,983,169,85.3%,34.9%
2023-06-04,KT_TI,1132,0,1132,0%,1125,7,99.4%,6,1126,0.5%,6,1126,0.5%,33.5%
2023-06-04,KT_UR,470,191,279,40.6%,316,154,67.2%,194,276,41.3%,0,470,0%,49.7%
2023-06-04,KT_ZG,939,54,885,5.8%,85,854,9.1%,0,939,0%,23,916,2.4%,5.8%
2023-06-04,KT_ZH,1944,89,1855,4.6%,510,1434,26.2%,629,1315,32.4%,1839,105,94.6%,39.4%
2023-06-04,KT_VD,350,0,350,0%,188,162,53.7%,350,0,100.0%,0,350,0%,76.9%
2023-06-04,KT_FR,709,0,709,0%,186,523,26.2%,0,709,0%,0,709,0%,26.2%
2023-06-04,FL_LI,90,58,32,64.4%,82,8,91.1%,0,90,0%,89,1,98.9%,84.8%
2023-06-04,Geodienste,652,26,626,4.0%,553,99,84.8%,0,652,0%,526,126,80.7%,56.5%
2023-06-04,Bund,1333,715,618,53.6%,1330,3,99.8%,598,735,44.9%,1329,4,99.7%,74.5%
