DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2026-03-29,KT_AI,230,23,207,10.0%,230,0,100.0%,0,230,0%,230,0,100.0%,70.0%
2026-03-29,KT_AR,267,39,228,14.6%,267,0,100.0%,0,267,0%,267,0,100.0%,71.5%
2026-03-29,KT_AG,951,951,0,100.0%,951,0,100.0%,0,951,0%,0,951,0%,100.0%
2026-03-29,KT_BL,1410,0,1410,0%,205,1205,14.5%,7,1403,0.5%,0,1410,0%,7.5%
2026-03-29,KT_BS,3135,0,3135,0%,16,3119,0.5%,1168,1967,37.3%,2498,637,79.7%,39.1%
2026-03-29,KT_BE,1465,0,1465,0%,1423,42,97.1%,1342,123,91.6%,91,1374,6.2%,65.0%
2026-03-29,KT_GL,460,0,460,0%,0,460,0%,193,267,42.0%,0,460,0%,42.0%
2026-03-29,KT_GR,2003,5,1998,0.2%,313,1690,15.6%,0,2003,0%,1557,446,77.7%,31.2%
2026-03-29,KT_JU,1548,0,1548,0%,158,1390,10.2%,41,1507,2.6%,1349,199,87.1%,33.3%
2026-03-29,KT_SG,646,0,646,0%,410,236,63.5%,137,509,21.2%,13,633,2.0%,28.9%
2026-03-29,KT_SH,227,201,26,88.5%,191,36,84.1%,0,227,0%,205,22,90.3%,87.7%
2026-03-29,KT_SO,759,0,759,0%,0,759,0%,0,759,0%,0,759,0%,0%
2026-03-29,KT_SZ,2152,0,2152,0%,2068,84,96.1%,1009,1143,46.9%,2101,51,97.6%,80.2%
2026-03-29,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2026-03-29,KT_TI,1367,0,1367,0%,1361,6,99.6%,6,1361,0.4%,6,1361,0.4%,33.5%
2026-03-29,KT_UR,959,424,535,44.2%,333,626,34.7%,414,545,43.2%,0,959,0%,40.7%
2026-03-29,KT_ZH,1865,82,1783,4.4%,574,1291,30.8%,693,1172,37.2%,1759,106,94.3%,41.7%
2026-03-29,KT_VD,402,0,402,0%,191,211,47.5%,402,0,100.0%,0,402,0%,73.8%
2026-03-29,KT_FR,13,0,13,0%,13,0,100.0%,0,13,0%,0,13,0%,100.0%
2026-03-29,FL_LI,151,110,41,72.8%,148,3,98.0%,0,151,0%,149,2,98.7%,89.8%
2026-03-29,Geodienste,637,24,613,3.8%,529,108,83.0%,0,637,0%,506,131,79.4%,55.4%
2026-03-29,Bund,1552,850,702,54.8%,1552,0,100.0%,666,886,42.9%,1543,9,99.4%,74.3%
