DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-06-08,KT_AI,226,18,208,8.0%,226,0,100.0%,0,226,0%,226,0,100.0%,69.3%
2025-06-08,KT_AR,250,28,222,11.2%,250,0,100.0%,0,250,0%,250,0,100.0%,70.4%
2025-06-08,KT_AG,915,915,0,100.0%,915,0,100.0%,0,915,0%,0,915,0%,100.0%
2025-06-08,KT_BL,1397,0,1397,0%,202,1195,14.5%,7,1390,0.5%,0,1397,0%,7.5%
2025-06-08,KT_BS,2300,0,2300,0%,8,2292,0.3%,1087,1213,47.3%,1854,446,80.6%,42.7%
2025-06-08,KT_BE,1410,0,1410,0%,1372,38,97.3%,1302,108,92.3%,80,1330,5.7%,65.1%
2025-06-08,KT_GL,436,0,436,0%,0,436,0%,180,256,41.3%,0,436,0%,41.3%
2025-06-08,KT_GR,1847,4,1843,0.2%,282,1565,15.3%,0,1847,0%,1433,414,77.6%,31.0%
2025-06-08,KT_JU,1242,0,1242,0%,152,1090,12.2%,38,1204,3.1%,1052,190,84.7%,33.3%
2025-06-08,KT_SG,628,0,628,0%,401,227,63.9%,129,499,20.5%,13,615,2.1%,28.8%
2025-06-08,KT_SH,203,178,25,87.7%,177,26,87.2%,0,203,0%,184,19,90.6%,88.5%
2025-06-08,KT_SO,718,0,718,0%,0,718,0%,0,718,0%,0,718,0%,0%
2025-06-08,KT_SZ,2042,0,2042,0%,1964,78,96.2%,952,1090,46.6%,1997,45,97.8%,80.2%
2025-06-08,KT_TG,1030,93,937,9.0%,176,854,17.1%,311,719,30.2%,854,176,82.9%,34.8%
2025-06-08,KT_TI,1362,0,1362,0%,1356,6,99.6%,6,1356,0.4%,6,1356,0.4%,33.5%
2025-06-08,KT_UR,832,361,471,43.4%,303,529,36.4%,363,469,43.6%,0,832,0%,41.1%
2025-06-08,KT_ZH,1910,82,1828,4.3%,522,1388,27.3%,642,1268,33.6%,1806,104,94.6%,39.9%
2025-06-08,KT_VD,394,0,394,0%,186,208,47.2%,394,0,100.0%,0,394,0%,73.6%
2025-06-08,KT_FR,682,0,682,0%,249,433,36.5%,0,682,0%,0,682,0%,36.5%
2025-06-08,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-06-08,Geodienste,665,24,641,3.6%,557,108,83.8%,0,665,0%,533,132,80.2%,55.8%
2025-06-08,Bund,1513,819,694,54.1%,1513,0,100.0%,662,851,43.8%,1507,6,99.6%,74.4%
