DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-12-21,KT_AI,412,59,353,14.3%,412,0,100.0%,0,412,0%,412,0,100.0%,71.4%
2025-12-21,KT_AR,437,60,377,13.7%,437,0,100.0%,0,437,0%,437,0,100.0%,71.2%
2025-12-21,KT_AG,944,944,0,100.0%,944,0,100.0%,0,944,0%,0,944,0%,100.0%
2025-12-21,KT_BL,1409,0,1409,0%,205,1204,14.5%,7,1402,0.5%,0,1409,0%,7.5%
2025-12-21,KT_BS,2403,0,2403,0%,12,2391,0.5%,1099,1304,45.7%,1883,520,78.4%,41.5%
2025-12-21,KT_BE,1453,0,1453,0%,1411,42,97.1%,1330,123,91.5%,91,1362,6.3%,65.0%
2025-12-21,KT_GL,456,0,456,0%,0,456,0%,191,265,41.9%,0,456,0%,41.9%
2025-12-21,KT_GR,1896,4,1892,0.2%,284,1612,15.0%,0,1896,0%,1480,416,78.1%,31.1%
2025-12-21,KT_JU,1324,0,1324,0%,156,1168,11.8%,42,1282,3.2%,1126,198,85.0%,33.3%
2025-12-21,KT_SG,645,0,645,0%,410,235,63.6%,137,508,21.2%,13,632,2.0%,28.9%
2025-12-21,KT_SH,222,197,25,88.7%,187,35,84.2%,0,222,0%,201,21,90.5%,87.8%
2025-12-21,KT_SO,750,0,750,0%,0,750,0%,0,750,0%,0,750,0%,0%
2025-12-21,KT_SZ,2113,0,2113,0%,2029,84,96.0%,990,1123,46.9%,2062,51,97.6%,80.2%
2025-12-21,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2025-12-21,KT_TI,1347,0,1347,0%,1340,7,99.5%,7,1340,0.5%,7,1340,0.5%,33.5%
2025-12-21,KT_UR,890,390,500,43.8%,309,581,34.7%,389,501,43.7%,0,890,0%,40.7%
2025-12-21,KT_ZH,1879,82,1797,4.4%,565,1314,30.1%,685,1194,36.5%,1773,106,94.4%,41.3%
2025-12-21,KT_VD,402,0,402,0%,191,211,47.5%,402,0,100.0%,0,402,0%,73.8%
2025-12-21,KT_FR,682,0,682,0%,246,436,36.1%,0,682,0%,0,682,0%,36.1%
2025-12-21,FL_LI,170,130,40,76.5%,167,3,98.2%,0,170,0%,168,2,98.8%,91.2%
2025-12-21,Geodienste,672,25,647,3.7%,561,111,83.5%,0,672,0%,537,135,79.9%,55.7%
2025-12-21,Bund,1548,846,702,54.7%,1548,0,100.0%,666,882,43.0%,1539,9,99.4%,74.3%
