DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2026-08-16,KT_AI,230,15,215,6.5%,230,0,100.0%,0,230,0%,230,0,100.0%,68.8%
2026-08-16,KT_AR,264,31,233,11.7%,264,0,100.0%,0,264,0%,264,0,100.0%,70.6%
2026-08-16,KT_BL,1460,0,1460,0%,213,1247,14.6%,7,1453,0.5%,0,1460,0%,7.5%
2026-08-16,KT_BS,2097,244,1853,11.6%,256,1841,12.2%,803,1294,38.3%,630,1467,30.0%,23.0%
2026-08-16,KT_BE,1463,0,1463,0%,1422,41,97.2%,1340,123,91.6%,91,1372,6.2%,65.0%
2026-08-16,KT_GL,440,0,440,0%,0,440,0%,0,440,0%,0,440,0%,0%
2026-08-16,KT_GR,2025,5,2020,0.2%,314,1711,15.5%,0,2025,0%,1578,447,77.9%,31.2%
2026-08-16,KT_JU,1602,0,1602,0%,175,1427,10.9%,24,1578,1.5%,1403,199,87.6%,33.3%
2026-08-16,KT_SG,608,0,608,0%,391,217,64.3%,118,490,19.4%,13,595,2.1%,28.6%
2026-08-16,KT_SH,236,207,29,87.7%,200,36,84.7%,0,236,0%,211,25,89.4%,87.3%
2026-08-16,KT_SO,777,0,777,0%,0,777,0%,0,777,0%,0,777,0%,0%
2026-08-16,KT_SZ,2200,0,2200,0%,2115,85,96.1%,1030,1170,46.8%,2150,50,97.7%,80.2%
2026-08-16,KT_TG,1021,90,931,8.8%,173,848,16.9%,308,713,30.2%,848,173,83.1%,34.7%
2026-08-16,KT_TI,1222,0,1222,0%,1216,6,99.5%,6,1216,0.5%,6,1216,0.5%,33.5%
2026-08-16,KT_UR,1025,453,572,44.2%,329,696,32.1%,449,576,43.8%,0,1025,0%,40.0%
2026-08-16,KT_ZH,1831,78,1753,4.3%,594,1237,32.4%,723,1108,39.5%,1726,105,94.3%,42.6%
2026-08-16,KT_FR,13,0,13,0%,13,0,100.0%,0,13,0%,0,13,0%,100.0%
2026-08-16,FL_LI,155,112,43,72.3%,150,5,96.8%,0,155,0%,153,2,98.7%,89.2%
2026-08-16,Geodienste,672,25,647,3.7%,669,3,99.6%,0,672,0%,642,30,95.5%,66.3%
2026-08-16,Bund,1559,846,713,54.3%,1559,0,100.0%,677,882,43.4%,1550,9,99.4%,74.3%
