DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-03-02,KT_AI,228,18,210,7.9%,228,0,100.0%,0,228,0%,228,0,100.0%,69.3%
2025-03-02,KT_AR,244,28,216,11.5%,244,0,100.0%,0,244,0%,244,0,100.0%,70.5%
2025-03-02,KT_AG,911,911,0,100.0%,911,0,100.0%,0,911,0%,0,911,0%,100.0%
2025-03-02,KT_BL,1382,0,1382,0%,197,1185,14.3%,7,1375,0.5%,0,1382,0%,7.4%
2025-03-02,KT_BS,2347,0,2347,0%,10,2337,0.4%,1063,1284,45.3%,1877,470,80.0%,41.9%
2025-03-02,KT_BE,1385,0,1385,0%,1348,37,97.3%,1280,105,92.4%,78,1307,5.6%,65.1%
2025-03-02,KT_GL,433,0,433,0%,0,433,0%,179,254,41.3%,0,433,0%,41.3%
2025-03-02,KT_GR,1944,4,1940,0.2%,311,1633,16.0%,0,1944,0%,1500,444,77.2%,31.1%
2025-03-02,KT_JU,1183,0,1183,0%,152,1031,12.8%,38,1145,3.2%,993,190,83.9%,33.3%
2025-03-02,KT_SG,644,0,644,0%,409,235,63.5%,137,507,21.3%,13,631,2.0%,28.9%
2025-03-02,KT_SH,209,187,22,89.5%,183,26,87.6%,0,209,0%,190,19,90.9%,89.3%
2025-03-02,KT_SO,707,0,707,0%,0,707,0%,182,525,25.7%,0,707,0%,25.7%
2025-03-02,KT_SZ,1988,0,1988,0%,1922,66,96.7%,10,1978,0.5%,1944,44,97.8%,65.0%
2025-03-02,KT_TG,1045,94,951,9.0%,178,867,17.0%,311,734,29.8%,867,178,83.0%,34.7%
2025-03-02,KT_TI,1349,0,1349,0%,1343,6,99.6%,6,1343,0.4%,6,1343,0.4%,33.5%
2025-03-02,KT_UR,830,360,470,43.4%,300,530,36.1%,362,468,43.6%,0,830,0%,41.0%
2025-03-02,KT_ZH,1941,85,1856,4.4%,510,1431,26.3%,632,1309,32.6%,1834,107,94.5%,39.4%
2025-03-02,KT_VD,398,0,398,0%,188,210,47.2%,398,0,100.0%,0,398,0%,73.6%
2025-03-02,KT_FR,711,0,711,0%,252,459,35.4%,0,711,0%,0,711,0%,35.4%
2025-03-02,FL_LI,147,107,40,72.8%,144,3,98.0%,0,147,0%,145,2,98.6%,89.8%
2025-03-02,Geodienste,659,25,634,3.8%,556,103,84.4%,0,659,0%,530,129,80.4%,56.2%
2025-03-02,Bund,1480,801,679,54.1%,1480,0,100.0%,646,834,43.6%,1474,6,99.6%,74.3%
