DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-02-09,KT_AI,227,17,210,7.5%,227,0,100.0%,0,227,0%,227,0,100.0%,69.2%
2025-02-09,KT_AR,244,27,217,11.1%,244,0,100.0%,0,244,0%,244,0,100.0%,70.4%
2025-02-09,KT_AG,909,909,0,100.0%,909,0,100.0%,0,909,0%,0,909,0%,100.0%
2025-02-09,KT_BL,1382,0,1382,0%,197,1185,14.3%,7,1375,0.5%,0,1382,0%,7.4%
2025-02-09,KT_BS,2327,0,2327,0%,8,2319,0.3%,1063,1264,45.7%,1858,469,79.8%,42.0%
2025-02-09,KT_BE,1406,0,1406,0%,1369,37,97.4%,1301,105,92.5%,78,1328,5.5%,65.1%
2025-02-09,KT_GL,433,0,433,0%,0,433,0%,179,254,41.3%,0,433,0%,41.3%
2025-02-09,KT_GR,1957,1,1956,0.1%,317,1640,16.2%,0,1957,0%,1510,447,77.2%,31.1%
2025-02-09,KT_JU,1181,0,1181,0%,151,1030,12.8%,38,1143,3.2%,992,189,84.0%,33.3%
2025-02-09,KT_SG,681,0,681,0%,446,235,65.5%,137,544,20.1%,13,668,1.9%,29.2%
2025-02-09,KT_SH,210,188,22,89.5%,184,26,87.6%,0,210,0%,191,19,91.0%,89.4%
2025-02-09,KT_SO,708,0,708,0%,0,708,0%,182,526,25.7%,0,708,0%,25.7%
2025-02-09,KT_SZ,1961,0,1961,0%,1922,39,98.0%,10,1951,0.5%,1944,17,99.1%,65.9%
2025-02-09,KT_TG,1045,94,951,9.0%,178,867,17.0%,311,734,29.8%,867,178,83.0%,34.7%
2025-02-09,KT_TI,1351,0,1351,0%,1345,6,99.6%,6,1345,0.4%,6,1345,0.4%,33.5%
2025-02-09,KT_UR,826,358,468,43.3%,300,526,36.3%,360,466,43.6%,0,826,0%,41.1%
2025-02-09,KT_ZH,1948,84,1864,4.3%,517,1431,26.5%,640,1308,32.9%,1842,106,94.6%,39.6%
2025-02-09,KT_VD,396,0,396,0%,186,210,47.0%,396,0,100.0%,0,396,0%,73.5%
2025-02-09,KT_FR,713,0,713,0%,253,460,35.5%,0,713,0%,0,713,0%,35.5%
2025-02-09,FL_LI,137,105,32,76.6%,134,3,97.8%,0,137,0%,135,2,98.5%,91.0%
2025-02-09,Geodienste,662,26,636,3.9%,559,103,84.4%,0,662,0%,532,130,80.4%,56.2%
2025-02-09,Bund,1481,802,679,54.2%,1481,0,100.0%,646,835,43.6%,1475,6,99.6%,74.3%
