DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-11-16,KT_AI,395,50,345,12.7%,395,0,100.0%,0,395,0%,395,0,100.0%,70.9%
2025-11-16,KT_AR,420,52,368,12.4%,420,0,100.0%,0,420,0%,420,0,100.0%,70.8%
2025-11-16,KT_AG,950,950,0,100.0%,950,0,100.0%,0,950,0%,0,950,0%,100.0%
2025-11-16,KT_BL,1409,0,1409,0%,205,1204,14.5%,7,1402,0.5%,0,1409,0%,7.5%
2025-11-16,KT_BS,2442,0,2442,0%,9,2433,0.4%,1112,1330,45.5%,1905,537,78.0%,41.3%
2025-11-16,KT_BE,1446,0,1446,0%,1404,42,97.1%,1323,123,91.5%,91,1355,6.3%,65.0%
2025-11-16,KT_GL,452,0,452,0%,0,452,0%,189,263,41.8%,0,452,0%,41.8%
2025-11-16,KT_GR,1899,4,1895,0.2%,284,1615,15.0%,0,1899,0%,1483,416,78.1%,31.1%
2025-11-16,KT_JU,1301,0,1301,0%,156,1145,12.0%,42,1259,3.2%,1103,198,84.8%,33.3%
2025-11-16,KT_SG,645,0,645,0%,410,235,63.6%,137,508,21.2%,13,632,2.0%,28.9%
2025-11-16,KT_SH,221,196,25,88.7%,186,35,84.2%,0,221,0%,201,20,91.0%,87.9%
2025-11-16,KT_SO,743,0,743,0%,0,743,0%,0,743,0%,0,743,0%,0%
2025-11-16,KT_SZ,2106,0,2106,0%,2022,84,96.0%,987,1119,46.9%,2055,51,97.6%,80.2%
2025-11-16,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2025-11-16,KT_TI,1357,0,1357,0%,1350,7,99.5%,7,1350,0.5%,7,1350,0.5%,33.5%
2025-11-16,KT_UR,883,385,498,43.6%,306,577,34.7%,386,497,43.7%,0,883,0%,40.7%
2025-11-16,KT_ZH,1928,84,1844,4.4%,575,1353,29.8%,690,1238,35.8%,1818,110,94.3%,41.1%
2025-11-16,KT_VD,402,0,402,0%,191,211,47.5%,402,0,100.0%,0,402,0%,73.8%
2025-11-16,KT_FR,689,0,689,0%,248,441,36.0%,0,689,0%,0,689,0%,36.0%
2025-11-16,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-11-16,Geodienste,670,25,645,3.7%,559,111,83.4%,0,670,0%,535,135,79.9%,55.7%
2025-11-16,Bund,1532,826,706,53.9%,1532,0,100.0%,671,861,43.8%,1524,8,99.5%,74.3%
