DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-07-13,KT_AI,225,18,207,8.0%,225,0,100.0%,0,225,0%,225,0,100.0%,69.3%
2025-07-13,KT_AR,249,28,221,11.2%,249,0,100.0%,0,249,0%,249,0,100.0%,70.4%
2025-07-13,KT_AG,924,924,0,100.0%,924,0,100.0%,0,924,0%,0,924,0%,100.0%
2025-07-13,KT_BL,7,0,7,0%,0,7,0%,7,0,100.0%,0,7,0%,100.0%
2025-07-13,KT_BS,2514,0,2514,0%,13,2501,0.5%,1101,1413,43.8%,1974,540,78.5%,40.9%
2025-07-13,KT_BE,1415,0,1415,0%,1377,38,97.3%,1307,108,92.4%,80,1335,5.7%,65.1%
2025-07-13,KT_GL,436,0,436,0%,0,436,0%,180,256,41.3%,0,436,0%,41.3%
2025-07-13,KT_GR,1846,4,1842,0.2%,282,1564,15.3%,0,1846,0%,1432,414,77.6%,31.0%
2025-07-13,KT_JU,1273,0,1273,0%,151,1122,11.9%,38,1235,3.0%,1084,189,85.2%,33.3%
2025-07-13,KT_SG,629,0,629,0%,402,227,63.9%,129,500,20.5%,13,616,2.1%,28.8%
2025-07-13,KT_SH,210,185,25,88.1%,184,26,87.6%,0,210,0%,191,19,91.0%,88.9%
2025-07-13,KT_SO,725,0,725,0%,0,725,0%,0,725,0%,0,725,0%,0%
2025-07-13,KT_SZ,2043,0,2043,0%,1965,78,96.2%,952,1091,46.6%,1998,45,97.8%,80.2%
2025-07-13,KT_TG,1030,93,937,9.0%,176,854,17.1%,311,719,30.2%,854,176,82.9%,34.8%
2025-07-13,KT_TI,1369,0,1369,0%,1363,6,99.6%,6,1363,0.4%,6,1363,0.4%,33.5%
2025-07-13,KT_UR,834,362,472,43.4%,306,528,36.7%,363,471,43.5%,0,834,0%,41.2%
2025-07-13,KT_ZH,1958,83,1875,4.2%,565,1393,28.9%,680,1278,34.7%,1849,109,94.4%,40.6%
2025-07-13,KT_VD,397,0,397,0%,187,210,47.1%,397,0,100.0%,0,397,0%,73.6%
2025-07-13,KT_FR,689,0,689,0%,248,441,36.0%,0,689,0%,0,689,0%,36.0%
2025-07-13,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-07-13,Geodienste,671,25,646,3.7%,561,110,83.6%,0,671,0%,536,135,79.9%,55.7%
2025-07-13,Bund,1520,823,697,54.1%,1520,0,100.0%,664,856,43.7%,1514,6,99.6%,74.4%
