DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2024-09-29,KT_AI,214,17,197,7.9%,214,0,100.0%,0,214,0%,214,0,100.0%,69.3%
2024-09-29,KT_AR,239,27,212,11.3%,239,0,100.0%,0,239,0%,239,0,100.0%,70.4%
2024-09-29,KT_AG,897,897,0,100.0%,897,0,100.0%,0,897,0%,0,897,0%,100.0%
2024-09-29,KT_BL,1373,0,1373,0%,196,1177,14.3%,7,1366,0.5%,0,1373,0%,7.4%
2024-09-29,KT_BS,2345,0,2345,0%,10,2335,0.4%,1010,1335,43.1%,1902,443,81.1%,41.5%
2024-09-29,KT_BE,1371,0,1371,0%,1318,53,96.1%,1271,100,92.7%,74,1297,5.4%,64.7%
2024-09-29,KT_GL,443,0,443,0%,0,443,0%,183,260,41.3%,0,443,0%,41.3%
2024-09-29,KT_GR,1958,1,1957,0.1%,317,1641,16.2%,0,1958,0%,1511,447,77.2%,31.1%
2024-09-29,KT_JU,1164,0,1164,0%,151,1013,13.0%,37,1127,3.2%,976,188,83.8%,33.3%
2024-09-29,KT_SG,661,0,661,0%,434,227,65.7%,135,526,20.4%,12,649,1.8%,29.3%
2024-09-29,KT_SH,202,180,22,89.1%,176,26,87.1%,0,202,0%,181,21,89.6%,88.6%
2024-09-29,KT_SO,686,0,686,0%,0,686,0%,180,506,26.2%,0,686,0%,26.2%
2024-09-29,KT_SZ,1936,0,1936,0%,1855,81,95.8%,10,1926,0.5%,1890,46,97.6%,64.7%
2024-09-29,KT_TG,1045,94,951,9.0%,178,867,17.0%,311,734,29.8%,867,178,83.0%,34.7%
2024-09-29,KT_TI,1397,0,1397,0%,1391,6,99.6%,6,1391,0.4%,6,1391,0.4%,33.5%
2024-09-29,KT_UR,818,357,461,43.6%,301,517,36.8%,360,458,44.0%,0,818,0%,41.5%
2024-09-29,KT_ZH,1934,85,1849,4.4%,520,1414,26.9%,645,1289,33.4%,1827,107,94.5%,39.8%
2024-09-29,KT_VD,379,0,379,0%,185,194,48.8%,379,0,100.0%,0,379,0%,74.4%
2024-09-29,KT_FR,723,0,723,0%,247,476,34.2%,0,723,0%,0,723,0%,34.2%
2024-09-29,FL_LI,130,98,32,75.4%,108,22,83.1%,0,130,0%,129,1,99.2%,85.9%
2024-09-29,Geodienste,658,26,632,4.0%,555,103,84.3%,0,658,0%,528,130,80.2%,56.2%
2024-09-29,Bund,1489,798,691,53.6%,1489,0,100.0%,645,844,43.3%,1483,6,99.6%,74.1%
