DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2026-03-15,KT_AI,242,30,212,12.4%,242,0,100.0%,0,242,0%,242,0,100.0%,70.8%
2026-03-15,KT_AR,431,60,371,13.9%,431,0,100.0%,0,431,0%,431,0,100.0%,71.3%
2026-03-15,KT_AG,949,949,0,100.0%,949,0,100.0%,0,949,0%,0,949,0%,100.0%
2026-03-15,KT_BL,1410,0,1410,0%,205,1205,14.5%,7,1403,0.5%,0,1410,0%,7.5%
2026-03-15,KT_BS,3135,0,3135,0%,16,3119,0.5%,1168,1967,37.3%,2498,637,79.7%,39.1%
2026-03-15,KT_BE,1465,0,1465,0%,1423,42,97.1%,1342,123,91.6%,91,1374,6.2%,65.0%
2026-03-15,KT_GL,460,0,460,0%,0,460,0%,193,267,42.0%,0,460,0%,42.0%
2026-03-15,KT_GR,1995,5,1990,0.3%,312,1683,15.6%,0,1995,0%,1550,445,77.7%,31.2%
2026-03-15,KT_JU,1547,0,1547,0%,158,1389,10.2%,41,1506,2.7%,1348,199,87.1%,33.3%
2026-03-15,KT_SG,646,0,646,0%,410,236,63.5%,137,509,21.2%,13,633,2.0%,28.9%
2026-03-15,KT_SH,228,197,31,86.4%,187,41,82.0%,0,228,0%,201,27,88.2%,85.5%
2026-03-15,KT_SO,756,0,756,0%,0,756,0%,0,756,0%,0,756,0%,0%
2026-03-15,KT_SZ,2152,0,2152,0%,2068,84,96.1%,1009,1143,46.9%,2101,51,97.6%,80.2%
2026-03-15,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2026-03-15,KT_TI,1362,0,1362,0%,1356,6,99.6%,6,1356,0.4%,6,1356,0.4%,33.5%
2026-03-15,KT_UR,912,404,508,44.3%,323,589,35.4%,394,518,43.2%,0,912,0%,41.0%
2026-03-15,KT_ZH,1878,83,1795,4.4%,575,1303,30.6%,693,1185,36.9%,1771,107,94.3%,41.6%
2026-03-15,KT_VD,402,0,402,0%,191,211,47.5%,402,0,100.0%,0,402,0%,73.8%
2026-03-15,KT_FR,13,0,13,0%,13,0,100.0%,0,13,0%,0,13,0%,100.0%
2026-03-15,FL_LI,151,110,41,72.8%,148,3,98.0%,0,151,0%,149,2,98.7%,89.8%
2026-03-15,Geodienste,672,25,647,3.7%,561,111,83.5%,0,672,0%,537,135,79.9%,55.7%
2026-03-15,Bund,1551,849,702,54.7%,1551,0,100.0%,666,885,42.9%,1542,9,99.4%,74.3%
