DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2023-08-13,KT_AI,200,16,184,8.0%,200,0,100.0%,0,200,0%,200,0,100.0%,69.3%
2023-08-13,KT_AR,221,25,196,11.3%,221,0,100.0%,0,221,0%,221,0,100.0%,70.4%
2023-08-13,KT_AG,895,895,0,100.0%,895,0,100.0%,0,895,0%,0,895,0%,100.0%
2023-08-13,KT_BL,1279,0,1279,0%,182,1097,14.2%,0,1279,0%,0,1279,0%,14.2%
2023-08-13,KT_BS,2552,0,2552,0%,16,2536,0.6%,875,1677,34.3%,2080,472,81.5%,38.8%
2023-08-13,KT_BE,970,0,970,0%,947,23,97.6%,883,87,91.0%,64,906,6.6%,65.1%
2023-08-13,KT_GE,315,0,315,0%,315,0,100.0%,0,315,0%,0,315,0%,100.0%
2023-08-13,KT_GL,442,0,442,0%,0,442,0%,184,258,41.6%,0,442,0%,41.6%
2023-08-13,KT_GR,1992,17,1975,0.9%,319,1673,16.0%,0,1992,0%,1543,449,77.5%,31.4%
2023-08-13,KT_JU,1108,0,1108,0%,147,961,13.3%,34,1074,3.1%,927,181,83.7%,33.3%
2023-08-13,KT_SG,646,0,646,0%,445,201,68.9%,131,515,20.3%,13,633,2.0%,30.4%
2023-08-13,KT_SH,182,169,13,92.9%,169,13,92.9%,0,182,0%,165,17,90.7%,92.1%
2023-08-13,KT_SO,637,1,636,0.2%,0,637,0%,178,459,27.9%,0,637,0%,14.1%
2023-08-13,KT_SZ,1422,0,1422,0%,1286,136,90.4%,10,1412,0.7%,1309,113,92.1%,61.1%
2023-08-13,KT_TG,1153,96,1057,8.3%,170,983,14.7%,360,793,31.2%,983,170,85.3%,34.9%
2023-08-13,KT_TI,1157,0,1157,0%,1150,7,99.4%,6,1151,0.5%,6,1151,0.5%,33.5%
2023-08-13,KT_UR,472,192,280,40.7%,316,156,66.9%,195,277,41.3%,0,472,0%,49.6%
2023-08-13,KT_ZG,943,56,887,5.9%,89,854,9.4%,0,943,0%,23,920,2.4%,5.9%
2023-08-13,KT_ZH,1935,89,1846,4.6%,512,1423,26.5%,634,1301,32.8%,1830,105,94.6%,39.6%
2023-08-13,KT_VD,353,0,353,0%,178,175,50.4%,353,0,100.0%,0,353,0%,75.2%
2023-08-13,KT_FR,707,0,707,0%,190,517,26.9%,0,707,0%,0,707,0%,26.9%
2023-08-13,FL_LI,91,58,33,63.7%,83,8,91.2%,0,91,0%,90,1,98.9%,84.6%
2023-08-13,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2023-08-13,Bund,1339,717,622,53.5%,1336,3,99.8%,602,737,45.0%,1335,4,99.7%,74.5%
