DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-09-28,KT_AI,232,21,211,9.1%,232,0,100.0%,0,232,0%,232,0,100.0%,69.7%
2025-09-28,KT_AR,261,31,230,11.9%,261,0,100.0%,0,261,0%,261,0,100.0%,70.6%
2025-09-28,KT_AG,937,937,0,100.0%,937,0,100.0%,0,937,0%,0,937,0%,100.0%
2025-09-28,KT_BL,1408,0,1408,0%,205,1203,14.6%,7,1401,0.5%,0,1408,0%,7.5%
2025-09-28,KT_BS,2500,0,2500,0%,8,2492,0.3%,1090,1410,43.6%,1956,544,78.2%,40.7%
2025-09-28,KT_BE,1431,0,1431,0%,1391,40,97.2%,1314,117,91.8%,87,1344,6.1%,65.0%
2025-09-28,KT_GL,441,0,441,0%,0,441,0%,183,258,41.5%,0,441,0%,41.5%
2025-09-28,KT_GR,1891,4,1887,0.2%,285,1606,15.1%,0,1891,0%,1474,417,77.9%,31.1%
2025-09-28,KT_JU,1292,0,1292,0%,155,1137,12.0%,42,1250,3.3%,1095,197,84.8%,33.3%
2025-09-28,KT_SG,645,0,645,0%,410,235,63.6%,137,508,21.2%,13,632,2.0%,28.9%
2025-09-28,KT_SH,213,188,25,88.3%,185,28,86.9%,0,213,0%,194,19,91.1%,88.7%
2025-09-28,KT_SO,732,0,732,0%,0,732,0%,0,732,0%,0,732,0%,0%
2025-09-28,KT_SZ,2100,0,2100,0%,2022,78,96.3%,981,1119,46.7%,2055,45,97.9%,80.3%
2025-09-28,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2025-09-28,KT_TI,1356,0,1356,0%,1350,6,99.6%,6,1350,0.4%,6,1350,0.4%,33.5%
2025-09-28,KT_UR,834,362,472,43.4%,306,528,36.7%,363,471,43.5%,0,834,0%,41.2%
2025-09-28,KT_ZH,1921,84,1837,4.4%,564,1357,29.4%,679,1242,35.3%,1811,110,94.3%,40.8%
2025-09-28,KT_VD,396,0,396,0%,188,208,47.5%,396,0,100.0%,0,396,0%,73.7%
2025-09-28,KT_FR,689,0,689,0%,248,441,36.0%,0,689,0%,0,689,0%,36.0%
2025-09-28,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-09-28,Geodienste,671,25,646,3.7%,561,110,83.6%,0,671,0%,536,135,79.9%,55.7%
2025-09-28,Bund,1531,827,704,54.0%,1531,0,100.0%,671,860,43.8%,1525,6,99.6%,74.4%
