DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2026-02-01,KT_AI,413,59,354,14.3%,413,0,100.0%,0,413,0%,413,0,100.0%,71.4%
2026-02-01,KT_AR,439,60,379,13.7%,439,0,100.0%,0,439,0%,439,0,100.0%,71.2%
2026-02-01,KT_AG,947,947,0,100.0%,947,0,100.0%,0,947,0%,0,947,0%,100.0%
2026-02-01,KT_BL,1409,0,1409,0%,205,1204,14.5%,7,1402,0.5%,0,1409,0%,7.5%
2026-02-01,KT_BS,2463,0,2463,0%,9,2454,0.4%,1092,1371,44.3%,1926,537,78.2%,41.0%
2026-02-01,KT_BE,1458,0,1458,0%,1416,42,97.1%,1335,123,91.6%,91,1367,6.2%,65.0%
2026-02-01,KT_GL,460,0,460,0%,0,460,0%,193,267,42.0%,0,460,0%,42.0%
2026-02-01,KT_GR,1995,5,1990,0.3%,312,1683,15.6%,0,1995,0%,1550,445,77.7%,31.2%
2026-02-01,KT_JU,1316,0,1316,0%,155,1161,11.8%,42,1274,3.2%,1119,197,85.0%,33.3%
2026-02-01,KT_SG,646,0,646,0%,410,236,63.5%,137,509,21.2%,13,633,2.0%,28.9%
2026-02-01,KT_SH,222,197,25,88.7%,187,35,84.2%,0,222,0%,201,21,90.5%,87.8%
2026-02-01,KT_SO,749,0,749,0%,0,749,0%,0,749,0%,0,749,0%,0%
2026-02-01,KT_SZ,2173,0,2173,0%,2086,87,96.0%,1018,1155,46.8%,2122,51,97.7%,80.2%
2026-02-01,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2026-02-01,KT_TI,1356,0,1356,0%,1349,7,99.5%,7,1349,0.5%,7,1349,0.5%,33.5%
2026-02-01,KT_UR,902,400,502,44.3%,323,579,35.8%,388,514,43.0%,0,902,0%,41.1%
2026-02-01,KT_ZH,1884,83,1801,4.4%,569,1315,30.2%,688,1196,36.5%,1777,107,94.3%,41.4%
2026-02-01,KT_VD,402,0,402,0%,191,211,47.5%,402,0,100.0%,0,402,0%,73.8%
2026-02-01,KT_FR,685,0,685,0%,246,439,35.9%,0,685,0%,0,685,0%,35.9%
2026-02-01,FL_LI,149,109,40,73.2%,146,3,98.0%,0,149,0%,147,2,98.7%,89.9%
2026-02-01,Geodienste,672,25,647,3.7%,561,111,83.5%,0,672,0%,537,135,79.9%,55.7%
2026-02-01,Bund,1550,848,702,54.7%,1550,0,100.0%,666,884,43.0%,1541,9,99.4%,74.3%
