DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2026-01-25,KT_AI,412,59,353,14.3%,412,0,100.0%,0,412,0%,412,0,100.0%,71.4%
2026-01-25,KT_AR,437,60,377,13.7%,437,0,100.0%,0,437,0%,437,0,100.0%,71.2%
2026-01-25,KT_AG,947,947,0,100.0%,947,0,100.0%,0,947,0%,0,947,0%,100.0%
2026-01-25,KT_BL,1409,0,1409,0%,205,1204,14.5%,7,1402,0.5%,0,1409,0%,7.5%
2026-01-25,KT_BS,2465,0,2465,0%,9,2456,0.4%,1092,1373,44.3%,1937,528,78.6%,41.1%
2026-01-25,KT_BE,1454,0,1454,0%,1412,42,97.1%,1331,123,91.5%,91,1363,6.3%,65.0%
2026-01-25,KT_GL,460,0,460,0%,0,460,0%,193,267,42.0%,0,460,0%,42.0%
2026-01-25,KT_GR,1995,5,1990,0.3%,312,1683,15.6%,0,1995,0%,1550,445,77.7%,31.2%
2026-01-25,KT_JU,1316,0,1316,0%,155,1161,11.8%,42,1274,3.2%,1119,197,85.0%,33.3%
2026-01-25,KT_SG,646,0,646,0%,410,236,63.5%,137,509,21.2%,13,633,2.0%,28.9%
2026-01-25,KT_SH,222,197,25,88.7%,187,35,84.2%,0,222,0%,201,21,90.5%,87.8%
2026-01-25,KT_SO,750,0,750,0%,0,750,0%,0,750,0%,0,750,0%,0%
2026-01-25,KT_SZ,2174,0,2174,0%,2087,87,96.0%,1018,1156,46.8%,2123,51,97.7%,80.2%
2026-01-25,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2026-01-25,KT_TI,1356,0,1356,0%,1349,7,99.5%,7,1349,0.5%,7,1349,0.5%,33.5%
2026-01-25,KT_UR,903,400,503,44.3%,323,580,35.8%,388,515,43.0%,0,903,0%,41.0%
2026-01-25,KT_ZH,1882,83,1799,4.4%,567,1315,30.1%,686,1196,36.5%,1775,107,94.3%,41.3%
2026-01-25,KT_VD,402,0,402,0%,191,211,47.5%,402,0,100.0%,0,402,0%,73.8%
2026-01-25,KT_FR,686,0,686,0%,246,440,35.9%,0,686,0%,0,686,0%,35.9%
2026-01-25,FL_LI,149,109,40,73.2%,146,3,98.0%,0,149,0%,147,2,98.7%,89.9%
2026-01-25,Geodienste,672,25,647,3.7%,561,111,83.5%,0,672,0%,537,135,79.9%,55.7%
2026-01-25,Bund,1551,849,702,54.7%,1551,0,100.0%,666,885,42.9%,1542,9,99.4%,74.3%
