DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-08-24,KT_AI,229,20,209,8.7%,229,0,100.0%,0,229,0%,229,0,100.0%,69.6%
2025-08-24,KT_AR,259,30,229,11.6%,259,0,100.0%,0,259,0%,259,0,100.0%,70.5%
2025-08-24,KT_AG,919,919,0,100.0%,919,0,100.0%,0,919,0%,0,919,0%,100.0%
2025-08-24,KT_BL,1406,0,1406,0%,205,1201,14.6%,7,1399,0.5%,0,1406,0%,7.5%
2025-08-24,KT_BS,2567,0,2567,0%,9,2558,0.4%,1103,1464,43.0%,2024,543,78.8%,40.7%
2025-08-24,KT_BE,1414,0,1414,0%,1376,38,97.3%,1306,108,92.4%,80,1334,5.7%,65.1%
2025-08-24,KT_GL,437,0,437,0%,0,437,0%,181,256,41.4%,0,437,0%,41.4%
2025-08-24,KT_GR,1882,4,1878,0.2%,284,1598,15.1%,0,1882,0%,1466,416,77.9%,31.1%
2025-08-24,KT_JU,1275,0,1275,0%,151,1124,11.8%,38,1237,3.0%,1086,189,85.2%,33.3%
2025-08-24,KT_SG,645,0,645,0%,410,235,63.6%,137,508,21.2%,13,632,2.0%,28.9%
2025-08-24,KT_SH,213,188,25,88.3%,185,28,86.9%,0,213,0%,194,19,91.1%,88.7%
2025-08-24,KT_SO,723,0,723,0%,0,723,0%,0,723,0%,0,723,0%,0%
2025-08-24,KT_SZ,2099,0,2099,0%,2021,78,96.3%,981,1118,46.7%,2054,45,97.9%,80.3%
2025-08-24,KT_TG,1030,93,937,9.0%,176,854,17.1%,311,719,30.2%,854,176,82.9%,34.8%
2025-08-24,KT_TI,1374,0,1374,0%,1368,6,99.6%,6,1368,0.4%,6,1368,0.4%,33.5%
2025-08-24,KT_UR,834,362,472,43.4%,306,528,36.7%,363,471,43.5%,0,834,0%,41.2%
2025-08-24,KT_ZH,1946,83,1863,4.3%,566,1380,29.1%,681,1265,35.0%,1837,109,94.4%,40.7%
2025-08-24,KT_VD,398,0,398,0%,188,210,47.2%,398,0,100.0%,0,398,0%,73.6%
2025-08-24,KT_FR,689,0,689,0%,248,441,36.0%,0,689,0%,0,689,0%,36.0%
2025-08-24,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-08-24,Geodienste,671,25,646,3.7%,561,110,83.6%,0,671,0%,536,135,79.9%,55.7%
2025-08-24,Bund,1521,824,697,54.2%,1521,0,100.0%,664,857,43.7%,1515,6,99.6%,74.4%
