DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2023-08-06,KT_AI,222,16,206,7.2%,222,0,100.0%,0,222,0%,222,0,100.0%,69.1%
2023-08-06,KT_AR,243,25,218,10.3%,243,0,100.0%,0,243,0%,243,0,100.0%,70.1%
2023-08-06,KT_AG,872,872,0,100.0%,872,0,100.0%,0,872,0%,0,872,0%,100.0%
2023-08-06,KT_BL,1279,0,1279,0%,182,1097,14.2%,0,1279,0%,0,1279,0%,14.2%
2023-08-06,KT_BS,2549,0,2549,0%,16,2533,0.6%,876,1673,34.4%,2079,470,81.6%,38.9%
2023-08-06,KT_BE,970,0,970,0%,947,23,97.6%,883,87,91.0%,64,906,6.6%,65.1%
2023-08-06,KT_GE,305,0,305,0%,305,0,100.0%,0,305,0%,0,305,0%,100.0%
2023-08-06,KT_GL,442,0,442,0%,0,442,0%,184,258,41.6%,0,442,0%,41.6%
2023-08-06,KT_GR,1992,17,1975,0.9%,319,1673,16.0%,0,1992,0%,1543,449,77.5%,31.4%
2023-08-06,KT_JU,1110,0,1110,0%,147,963,13.2%,34,1076,3.1%,929,181,83.7%,33.3%
2023-08-06,KT_SG,646,0,646,0%,445,201,68.9%,131,515,20.3%,13,633,2.0%,30.4%
2023-08-06,KT_SH,188,175,13,93.1%,175,13,93.1%,0,188,0%,171,17,91.0%,92.4%
2023-08-06,KT_SO,637,1,636,0.2%,0,637,0%,178,459,27.9%,0,637,0%,14.1%
2023-08-06,KT_SZ,1423,0,1423,0%,1287,136,90.4%,10,1413,0.7%,1310,113,92.1%,61.1%
2023-08-06,KT_TG,1153,96,1057,8.3%,170,983,14.7%,360,793,31.2%,983,170,85.3%,34.9%
2023-08-06,KT_TI,1158,0,1158,0%,1151,7,99.4%,6,1152,0.5%,6,1152,0.5%,33.5%
2023-08-06,KT_UR,467,188,279,40.3%,314,153,67.2%,194,273,41.5%,0,467,0%,49.7%
2023-08-06,KT_ZG,943,56,887,5.9%,89,854,9.4%,0,943,0%,23,920,2.4%,5.9%
2023-08-06,KT_ZH,1935,89,1846,4.6%,512,1423,26.5%,634,1301,32.8%,1830,105,94.6%,39.6%
2023-08-06,KT_VD,354,0,354,0%,179,175,50.6%,354,0,100.0%,0,354,0%,75.3%
2023-08-06,KT_FR,707,0,707,0%,190,517,26.9%,0,707,0%,0,707,0%,26.9%
2023-08-06,FL_LI,91,58,33,63.7%,83,8,91.2%,0,91,0%,90,1,98.9%,84.6%
2023-08-06,Geodienste,652,26,626,4.0%,553,99,84.8%,0,652,0%,526,126,80.7%,56.5%
2023-08-06,Bund,1339,717,622,53.5%,1336,3,99.8%,602,737,45.0%,1335,4,99.7%,74.5%
