DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2023-07-16,KT_AI,201,16,185,8.0%,201,0,100.0%,0,201,0%,201,0,100.0%,69.3%
2023-07-16,KT_AR,221,25,196,11.3%,221,0,100.0%,0,221,0%,221,0,100.0%,70.4%
2023-07-16,KT_AG,884,884,0,100.0%,884,0,100.0%,0,884,0%,0,884,0%,100.0%
2023-07-16,KT_BL,1275,0,1275,0%,182,1093,14.3%,0,1275,0%,0,1275,0%,14.3%
2023-07-16,KT_BS,2549,0,2549,0%,16,2533,0.6%,876,1673,34.4%,2079,470,81.6%,38.9%
2023-07-16,KT_BE,983,0,983,0%,960,23,97.7%,895,88,91.0%,65,918,6.6%,65.1%
2023-07-16,KT_GE,345,0,345,0%,345,0,100.0%,0,345,0%,0,345,0%,100.0%
2023-07-16,KT_GL,442,0,442,0%,0,442,0%,184,258,41.6%,0,442,0%,41.6%
2023-07-16,KT_GR,1992,17,1975,0.9%,319,1673,16.0%,0,1992,0%,1543,449,77.5%,31.4%
2023-07-16,KT_JU,1111,0,1111,0%,147,964,13.2%,34,1077,3.1%,930,181,83.7%,33.3%
2023-07-16,KT_SG,646,0,646,0%,445,201,68.9%,131,515,20.3%,13,633,2.0%,30.4%
2023-07-16,KT_SH,188,175,13,93.1%,175,13,93.1%,0,188,0%,171,17,91.0%,92.4%
2023-07-16,KT_SO,633,1,632,0.2%,0,633,0%,177,456,28.0%,0,633,0%,14.1%
2023-07-16,KT_SZ,1412,0,1412,0%,1278,134,90.5%,10,1402,0.7%,1301,111,92.1%,61.1%
2023-07-16,KT_TG,1153,96,1057,8.3%,170,983,14.7%,360,793,31.2%,983,170,85.3%,34.9%
2023-07-16,KT_TI,1156,0,1156,0%,1149,7,99.4%,6,1150,0.5%,6,1150,0.5%,33.5%
2023-07-16,KT_UR,470,191,279,40.6%,316,154,67.2%,194,276,41.3%,0,470,0%,49.7%
2023-07-16,KT_ZG,943,56,887,5.9%,89,854,9.4%,0,943,0%,23,920,2.4%,5.9%
2023-07-16,KT_ZH,1946,89,1857,4.6%,511,1435,26.3%,632,1314,32.5%,1841,105,94.6%,39.5%
2023-07-16,KT_VD,282,0,282,0%,138,144,48.9%,282,0,100.0%,0,282,0%,74.5%
2023-07-16,KT_FR,707,0,707,0%,187,520,26.4%,0,707,0%,0,707,0%,26.4%
2023-07-16,FL_LI,90,58,32,64.4%,82,8,91.1%,0,90,0%,89,1,98.9%,84.8%
2023-07-16,Geodienste,652,26,626,4.0%,553,99,84.8%,0,652,0%,526,126,80.7%,56.5%
2023-07-16,Bund,1340,718,622,53.6%,1337,3,99.8%,602,738,44.9%,1336,4,99.7%,74.5%
