DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-07-20,KT_AI,228,20,208,8.8%,228,0,100.0%,0,228,0%,228,0,100.0%,69.6%
2025-07-20,KT_AR,252,30,222,11.9%,252,0,100.0%,0,252,0%,252,0,100.0%,70.6%
2025-07-20,KT_AG,924,924,0,100.0%,924,0,100.0%,0,924,0%,0,924,0%,100.0%
2025-07-20,KT_BL,1397,0,1397,0%,202,1195,14.5%,7,1390,0.5%,0,1397,0%,7.5%
2025-07-20,KT_BS,2439,0,2439,0%,8,2431,0.3%,1102,1337,45.2%,1909,530,78.3%,41.3%
2025-07-20,KT_BE,1414,0,1414,0%,1376,38,97.3%,1306,108,92.4%,80,1334,5.7%,65.1%
2025-07-20,KT_GL,435,0,435,0%,0,435,0%,180,255,41.4%,0,435,0%,41.4%
2025-07-20,KT_GR,1846,4,1842,0.2%,282,1564,15.3%,0,1846,0%,1432,414,77.6%,31.0%
2025-07-20,KT_JU,1273,0,1273,0%,151,1122,11.9%,38,1235,3.0%,1084,189,85.2%,33.3%
2025-07-20,KT_SG,609,0,609,0%,392,217,64.4%,119,490,19.5%,13,596,2.1%,28.7%
2025-07-20,KT_SH,210,185,25,88.1%,184,26,87.6%,0,210,0%,191,19,91.0%,88.9%
2025-07-20,KT_SO,724,0,724,0%,0,724,0%,0,724,0%,0,724,0%,0%
2025-07-20,KT_SZ,2099,0,2099,0%,2021,78,96.3%,981,1118,46.7%,2054,45,97.9%,80.3%
2025-07-20,KT_TG,1030,93,937,9.0%,176,854,17.1%,311,719,30.2%,854,176,82.9%,34.8%
2025-07-20,KT_TI,1369,0,1369,0%,1363,6,99.6%,6,1363,0.4%,6,1363,0.4%,33.5%
2025-07-20,KT_UR,834,362,472,43.4%,306,528,36.7%,363,471,43.5%,0,834,0%,41.2%
2025-07-20,KT_ZH,1956,81,1875,4.1%,563,1393,28.8%,680,1276,34.8%,1849,107,94.5%,40.6%
2025-07-20,KT_VD,396,0,396,0%,186,210,47.0%,396,0,100.0%,0,396,0%,73.5%
2025-07-20,KT_FR,685,0,685,0%,248,437,36.2%,0,685,0%,0,685,0%,36.2%
2025-07-20,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-07-20,Geodienste,630,23,607,3.7%,531,99,84.3%,0,630,0%,508,122,80.6%,56.2%
2025-07-20,Bund,1519,822,697,54.1%,1519,0,100.0%,664,855,43.7%,1513,6,99.6%,74.4%
