DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2025-10-19,KT_AI,231,20,211,8.7%,231,0,100.0%,0,231,0%,231,0,100.0%,69.6%
2025-10-19,KT_AR,259,30,229,11.6%,259,0,100.0%,0,259,0%,259,0,100.0%,70.5%
2025-10-19,KT_AG,941,941,0,100.0%,941,0,100.0%,0,941,0%,0,941,0%,100.0%
2025-10-19,KT_BL,1404,0,1404,0%,204,1200,14.5%,7,1397,0.5%,0,1404,0%,7.5%
2025-10-19,KT_BS,2442,0,2442,0%,10,2432,0.4%,1112,1330,45.5%,1904,538,78.0%,41.3%
2025-10-19,KT_BE,1448,0,1448,0%,1406,42,97.1%,1325,123,91.5%,91,1357,6.3%,65.0%
2025-10-19,KT_GL,445,0,445,0%,0,445,0%,185,260,41.6%,0,445,0%,41.6%
2025-10-19,KT_GR,1898,4,1894,0.2%,284,1614,15.0%,0,1898,0%,1482,416,78.1%,31.1%
2025-10-19,KT_JU,1295,0,1295,0%,156,1139,12.0%,42,1253,3.2%,1097,198,84.7%,33.3%
2025-10-19,KT_SG,645,0,645,0%,410,235,63.6%,137,508,21.2%,13,632,2.0%,28.9%
2025-10-19,KT_SH,220,195,25,88.6%,185,35,84.1%,0,220,0%,201,19,91.4%,88.0%
2025-10-19,KT_SO,735,0,735,0%,0,735,0%,0,735,0%,0,735,0%,0%
2025-10-19,KT_SZ,2100,0,2100,0%,2022,78,96.3%,981,1119,46.7%,2055,45,97.9%,80.3%
2025-10-19,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2025-10-19,KT_TI,1347,0,1347,0%,1341,6,99.6%,6,1341,0.4%,6,1341,0.4%,33.5%
2025-10-19,KT_UR,878,383,495,43.6%,306,572,34.9%,384,494,43.7%,0,878,0%,40.7%
2025-10-19,KT_ZH,1926,83,1843,4.3%,569,1357,29.5%,685,1241,35.6%,1817,109,94.3%,40.9%
2025-10-19,KT_VD,396,0,396,0%,188,208,47.5%,396,0,100.0%,0,396,0%,73.7%
2025-10-19,KT_FR,686,0,686,0%,248,438,36.2%,0,686,0%,0,686,0%,36.2%
2025-10-19,FL_LI,148,108,40,73.0%,145,3,98.0%,0,148,0%,146,2,98.6%,89.9%
2025-10-19,Geodienste,670,25,645,3.7%,559,111,83.4%,0,670,0%,535,135,79.9%,55.7%
2025-10-19,Bund,1535,831,704,54.1%,1535,0,100.0%,671,864,43.7%,1529,6,99.6%,74.4%
