DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2023-12-03,KT_AI,205,16,189,7.8%,205,0,100.0%,0,205,0%,205,0,100.0%,69.3%
2023-12-03,KT_AR,231,25,206,10.8%,231,0,100.0%,0,231,0%,231,0,100.0%,70.3%
2023-12-03,KT_AG,898,898,0,100.0%,898,0,100.0%,0,898,0%,0,898,0%,100.0%
2023-12-03,KT_BL,1292,0,1292,0%,183,1109,14.2%,7,1285,0.5%,0,1292,0%,7.4%
2023-12-03,KT_BS,2741,0,2741,0%,16,2725,0.6%,977,1764,35.6%,2194,547,80.0%,38.8%
2023-12-03,KT_BE,1030,0,1030,0%,1004,26,97.5%,929,101,90.2%,75,955,7.3%,65.0%
2023-12-03,KT_GE,346,0,346,0%,342,4,98.8%,0,346,0%,0,346,0%,98.8%
2023-12-03,KT_GL,442,0,442,0%,0,442,0%,184,258,41.6%,0,442,0%,41.6%
2023-12-03,KT_GR,1925,1,1924,0.1%,312,1613,16.2%,0,1925,0%,1483,442,77.0%,31.1%
2023-12-03,KT_JU,1137,0,1137,0%,153,984,13.5%,35,1102,3.1%,949,188,83.5%,33.3%
2023-12-03,KT_SG,646,0,646,0%,445,201,68.9%,131,515,20.3%,13,633,2.0%,30.4%
2023-12-03,KT_SH,183,169,14,92.3%,170,13,92.9%,0,183,0%,165,18,90.2%,91.8%
2023-12-03,KT_SO,643,1,642,0.2%,0,643,0%,182,461,28.3%,0,643,0%,14.2%
2023-12-03,KT_SZ,2160,0,2160,0%,2021,139,93.6%,10,2150,0.5%,2039,121,94.4%,62.8%
2023-12-03,KT_TG,1107,97,1010,8.8%,184,923,16.6%,335,772,30.3%,923,184,83.4%,34.8%
2023-12-03,KT_TI,1326,0,1326,0%,1316,10,99.2%,9,1317,0.7%,9,1317,0.7%,33.5%
2023-12-03,KT_UR,516,212,304,41.1%,359,157,69.6%,214,302,41.5%,0,516,0%,50.7%
2023-12-03,KT_ZG,817,55,762,6.7%,88,729,10.8%,0,817,0%,23,794,2.8%,6.8%
2023-12-03,KT_ZH,1967,89,1878,4.5%,517,1450,26.3%,639,1328,32.5%,1862,105,94.7%,39.5%
2023-12-03,KT_VD,348,0,348,0%,171,177,49.1%,348,0,100.0%,0,348,0%,74.6%
2023-12-03,KT_FR,2,0,2,0%,0,2,0%,0,2,0%,0,2,0%,0%
2023-12-03,FL_LI,92,59,33,64.1%,84,8,91.3%,0,92,0%,91,1,98.9%,84.8%
2023-12-03,Geodienste,656,26,630,4.0%,557,99,84.9%,0,656,0%,530,126,80.8%,56.6%
2023-12-03,Bund,1382,755,627,54.6%,1382,0,100.0%,607,775,43.9%,1376,6,99.6%,74.5%
