DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2026-07-26,KT_AI,235,23,212,9.8%,235,0,100.0%,0,235,0%,235,0,100.0%,69.9%
2026-07-26,KT_AR,270,39,231,14.4%,270,0,100.0%,0,270,0%,270,0,100.0%,71.5%
2026-07-26,KT_AG,976,976,0,100.0%,976,0,100.0%,0,976,0%,57,919,5.8%,68.6%
2026-07-26,KT_BL,1459,0,1459,0%,213,1246,14.6%,7,1452,0.5%,0,1459,0%,7.5%
2026-07-26,KT_BS,2209,244,1965,11.0%,256,1953,11.6%,803,1406,36.4%,630,1579,28.5%,21.9%
2026-07-26,KT_BE,1460,0,1460,0%,1419,41,97.2%,1337,123,91.6%,91,1369,6.2%,65.0%
2026-07-26,KT_GL,442,0,442,0%,0,442,0%,0,442,0%,0,442,0%,0%
2026-07-26,KT_GR,2025,5,2020,0.2%,314,1711,15.5%,0,2025,0%,1578,447,77.9%,31.2%
2026-07-26,KT_JU,1651,0,1651,0%,185,1466,11.2%,41,1610,2.5%,1425,226,86.3%,33.3%
2026-07-26,KT_SG,608,0,608,0%,391,217,64.3%,118,490,19.4%,13,595,2.1%,28.6%
2026-07-26,KT_SH,232,203,29,87.5%,192,40,82.8%,0,232,0%,207,25,89.2%,86.5%
2026-07-26,KT_SO,769,0,769,0%,0,769,0%,0,769,0%,0,769,0%,0%
2026-07-26,KT_SZ,2203,0,2203,0%,2122,81,96.3%,1032,1171,46.8%,2153,50,97.7%,80.3%
2026-07-26,KT_TG,1021,90,931,8.8%,173,848,16.9%,308,713,30.2%,848,173,83.1%,34.7%
2026-07-26,KT_TI,1224,0,1224,0%,1218,6,99.5%,6,1218,0.5%,6,1218,0.5%,33.5%
2026-07-26,KT_UR,993,440,553,44.3%,353,640,35.5%,430,563,43.3%,0,993,0%,41.1%
2026-07-26,KT_ZH,1830,78,1752,4.3%,593,1237,32.4%,722,1108,39.5%,1725,105,94.3%,42.6%
2026-07-26,KT_VD,419,0,419,0%,202,217,48.2%,419,0,100.0%,0,419,0%,74.1%
2026-07-26,KT_FR,13,0,13,0%,13,0,100.0%,0,13,0%,0,13,0%,100.0%
2026-07-26,FL_LI,154,111,43,72.1%,149,5,96.8%,0,154,0%,152,2,98.7%,89.2%
2026-07-26,Geodienste,672,25,647,3.7%,669,3,99.6%,0,672,0%,642,30,95.5%,66.3%
2026-07-26,Bund,1560,847,713,54.3%,1560,0,100.0%,677,883,43.4%,1551,9,99.4%,74.3%
